invoiceTypeId,invoiceItemSeqId,invoiceDate,invoiceId,partyDetails,partyId,itemDescription,productId,quantity,Unit,price,amount
SALES_INVOICE,4,2019-07-02 00:00:000,HRD/19-20/183,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,5,Ltr.,104.4,522
SALES_INVOICE,1,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik PROM 40 Kg,PB0914,21,Pcs.,640,13440
SALES_INVOICE,2,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Poshak 05 Kg,PB0004,22,Pcs.,300,6600
SALES_INVOICE,3,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,40,Pcs.,480,19200
SALES_INVOICE,4,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,15.5,Pcs.,92.81,1438.56
SALES_INVOICE,5,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,15.5,Pcs.,92.81,1438.56
SALES_INVOICE,6,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,10,Pcs.,190,1900
SALES_INVOICE,7,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,10,Pcs.,200,2000
SALES_INVOICE,8,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,1,Ltr.,104.76,104.76
SALES_INVOICE,9,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,ZSB Culture broth,PB0523,1,Ltr.,104.76,104.76
SALES_INVOICE,10,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Neem Gold 1Ltr,PB0006,2,Pcs.,444.67,889.34
SALES_INVOICE,11,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,14,Ltr.,104.76,1466.64
SALES_INVOICE,12,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Beauveria Culture Broth,PB0535,3,Ltr.,104.76,314.28
SALES_INVOICE,13,2019-07-02 00:00:000,HRD/19-20/184,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Nemakill 1 Kg,PB0022,8,Pcs.,84.38,675.04
SALES_INVOICE,1,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik PROM 40 Kg,PB0914,10,Pcs.,640,6400
SALES_INVOICE,2,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Poshak 05 Kg,PB0004,10,Pcs.,300,3000
SALES_INVOICE,3,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,4,Pcs.,480,1920
SALES_INVOICE,4,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,8,Pcs.,92.81,742.48
SALES_INVOICE,5,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,8,Pcs.,92.81,742.48
SALES_INVOICE,6,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,4,Pcs.,190,760
SALES_INVOICE,7,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,4,Pcs.,200,800
SALES_INVOICE,8,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,9,Ltr.,104.76,942.84
SALES_INVOICE,9,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,ZSB Culture broth,PB0523,1,Ltr.,104.76,104.76
SALES_INVOICE,10,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Neem Gold 1Ltr,PB0006,1.5,Pcs.,222.32,333.48
SALES_INVOICE,11,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Beauveria Culture Broth,PB0535,3,Ltr.,104.76,314.28
SALES_INVOICE,12,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Nemakill 1 Kg,PB0022,4,Pcs.,84.38,337.52
SALES_INVOICE,13,2019-07-02 00:00:000,HRD/19-20/185,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Azoto 1 LTR,PB0011,1,Pcs.,190,190
SALES_INVOICE,1,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik PROM 40 Kg,PB0914,10,Pcs.,640,6400
SALES_INVOICE,2,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Poshak 05 Kg,PB0004,9,Pcs.,300,2700
SALES_INVOICE,3,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,5,Pcs.,480,2400
SALES_INVOICE,4,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,8,Pcs.,92.81,742.48
SALES_INVOICE,5,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,8,Pcs.,92.81,742.48
SALES_INVOICE,6,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,4,Pcs.,190,760
SALES_INVOICE,7,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,4,Pcs.,200,800
SALES_INVOICE,8,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Rhizo 0.5 LTR,PB0015,1,Pcs.,110,110
SALES_INVOICE,9,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Nemakill 1 Kg,PB0022,0.5,Pcs.,42.2,21.1
SALES_INVOICE,10,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Neem Gold 1Ltr,PB0006,1,Pcs.,444.64,444.64
SALES_INVOICE,11,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali ZSB 1 LTR,PB0522,1,Pcs.,190,190
SALES_INVOICE,12,2019-07-02 00:00:000,HRD/19-20/186,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,4,Ltr.,104.76,419.04
SALES_INVOICE,1,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik PROM 40 Kg,PB0914,6,Pcs.,640,3840
SALES_INVOICE,2,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Poshak 05 Kg,PB0004,10,Pcs.,300,3000
SALES_INVOICE,3,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,4,Pcs.,480,1920
SALES_INVOICE,4,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,6.5,Pcs.,92.81,603.27
SALES_INVOICE,5,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,6.5,Pcs.,92.81,603.27
SALES_INVOICE,6,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,4,Pcs.,190,760
SALES_INVOICE,7,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,4,Pcs.,200,800
SALES_INVOICE,8,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Neem Gold 0.5Ltr,PB0007,1,Pcs.,226.34,226.34
SALES_INVOICE,9,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali ZSB 1 LTR,PB0522,1,Pcs.,190,190
SALES_INVOICE,10,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,4,Ltr.,104.76,419.04
SALES_INVOICE,11,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Azoto 1 LTR,PB0011,1,Pcs.,190,190
SALES_INVOICE,12,2019-07-02 00:00:000,HRD/19-20/187,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,10,Ltr.,104.76,1047.6
SALES_INVOICE,1,2019-07-03 00:00:000,HRD/19-20/188,PBRI Pvt. ltd. Branch MP,CP0122,Patanjali Jaivik PROM 40 Kg,PB0914,480,Pcs.,640,307200
SALES_INVOICE,1,2019-07-03 00:00:000,HRD/19-20/189,PBRI Pvt. Ltd. UP,CP0124,Patanjali Jaivik PROM 40 Kg,PB0914,490,Pcs.,640,313600
SALES_INVOICE,1,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Jaivik PROM 40 Kg,PB0914,9,Pcs.,640,5760
SALES_INVOICE,2,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Poshak 05 Kg,PB0004,7,Pcs.,200,1400
SALES_INVOICE,3,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Tricho 1 Kg,PB0019,28,Pcs.,92.81,2598.68
SALES_INVOICE,4,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali PSB 1 LTR,PB0001,27,Pcs.,190,5130
SALES_INVOICE,5,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Fluorescens 1 Kg,PB0021,28,Pcs.,92.81,2598.68
SALES_INVOICE,6,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Bio Potash 1 LTR,PB0017,15,Pcs.,200,3000
SALES_INVOICE,7,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Bio NPK 1 LTR,PB0104,1,Pcs.,152.25,152.25
SALES_INVOICE,8,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Patanjali Neem Gold 1Ltr,PB0006,5,Pcs.,444.64,2223.2
SALES_INVOICE,9,2019-05-02 00:00:000,HRD/19-20/19,Patanjali Yogpeeth Trust( Haridwar ),CP0060,Bio Culture,PB0427,3,Ltr.,104.76,314.28
SALES_INVOICE,1,2019-07-04 00:00:000,HRD/19-20/190,"KISAN KHAD BEEJ BHANDAR--SHAHPUR,UK",CP0095,Patanjali PSB 0.5 LTR,PB0009,1,BOX,2050,2050
SALES_INVOICE,2,2019-07-04 00:00:000,HRD/19-20/190,"KISAN KHAD BEEJ BHANDAR--SHAHPUR,UK",CP0095,Patanjali Fluorescens 1 Kg,PB0021,2,BOX,1113.72,2227.44
SALES_INVOICE,3,2019-07-04 00:00:000,HRD/19-20/190,"KISAN KHAD BEEJ BHANDAR--SHAHPUR,UK",CP0095,Patanjali Tricho 1 Kg,PB0019,2,BOX,1113.72,2227.44
SALES_INVOICE,4,2019-07-04 00:00:000,HRD/19-20/190,"KISAN KHAD BEEJ BHANDAR--SHAHPUR,UK",CP0095,Patanjali Jaivik PROM 40 Kg,PB0914,50,Pcs.,640,32000
SALES_INVOICE,5,2019-07-04 00:00:000,HRD/19-20/190,"KISAN KHAD BEEJ BHANDAR--SHAHPUR,UK",CP0095,Patanjali Poshak 05 Kg,PB0004,20,Pcs.,300,6000
SALES_INVOICE,6,2019-07-04 00:00:000,HRD/19-20/190,"KISAN KHAD BEEJ BHANDAR--SHAHPUR,UK",CP0095,Soil Test Kit (50 Set )-Dharti Ka Doctor,PB1100,1,Pcs.,2117.8,2117.8
SALES_INVOICE,1,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali Jaivik PROM 40 Kg,PB0914,40,Pcs.,640,25600
SALES_INVOICE,2,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali Jaivik Khad 40 Kg,PB0002,75,Pcs.,480,36000
SALES_INVOICE,3,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali Poshak 05 Kg,PB0004,40,Pcs.,300,12000
SALES_INVOICE,4,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali PSB 1 LTR,PB0001,2,BOX,2280,4560
SALES_INVOICE,5,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali PSB 0.5 LTR,PB0009,2,BOX,2460,4920
SALES_INVOICE,6,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali Tricho 1 Kg,PB0019,4,BOX,1113.72,4454.88
SALES_INVOICE,7,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Patanjali Fluorescens 1 Kg,PB0021,4,BOX,1113.72,4454.88
SALES_INVOICE,8,2019-07-04 00:00:000,HRD/19-20/191,GURU KRIPA TRADERS KHAIR ALGR UP,CP0087,Soil Test Kit (50 Set )-Dharti Ka Doctor,PB1100,2,Pcs.,2117.8,4235.6
SALES_INVOICE,1,2019-07-04 00:00:000,HRD/19-20/192,Patanjali Bio Research MH,CP0003,Patanjali Jaivik Khad 40 Kg,PB0002,425,Pcs.,480,204000
SALES_INVOICE,2,2019-07-04 00:00:000,HRD/19-20/192,Patanjali Bio Research MH,CP0003,Dharti Ka Doctor (50 Set) Marathi,PB1406,200,Pcs.,2117.8,423560
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/193,N.S. Traders,CP0006,Mix Kachra,PB0188,150,Kgs.,5,750
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/194,AASTHA ENTERPRISES Roorke,PRT0211,PVC BLUE+WHAIT CANE,PB0118,270,Kgs.,47,12690
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Azoto 1 LTR,PB0011,2,BOX,2280,4560
SALES_INVOICE,2,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali PSB 0.5 LTR,PB0009,2,BOX,2050,4100
SALES_INVOICE,3,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali PSB 1 LTR,PB0001,4,BOX,2280,9120
SALES_INVOICE,4,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Fluorescens 1 Kg,PB0021,5,BOX,1113.72,5568.6
SALES_INVOICE,5,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Tricho 1 Kg,PB0019,9,BOX,1113.72,10023.48
SALES_INVOICE,6,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Jaivik Khad 40 Kg,PB0002,10,Pcs.,480,4800
SALES_INVOICE,7,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Jaivik PROM 40 Kg,PB0914,175,Pcs.,640,112000
SALES_INVOICE,8,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Jaivik Poshak 01 Kg,PB1486,80,Pcs.,64,5120
SALES_INVOICE,9,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Patanjali Poshak 05 Kg,PB0004,200,Pcs.,300,60000
SALES_INVOICE,10,2019-07-05 00:00:000,HRD/19-20/195,M/S MOSARAM SHIVRAM DAS,CP0103,Soil Test Kit (50 Set )-Dharti Ka Doctor,PB1100,2,Pcs.,2117.8,4235.6
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/196,"Lachhman Dass Naresh Kumar, Dabwali",CP0098,Patanjali Fluorescens 1 Kg,PB0021,5,BOX,1113.72,5568.6
SALES_INVOICE,2,2019-07-05 00:00:000,HRD/19-20/196,"Lachhman Dass Naresh Kumar, Dabwali",CP0098,Patanjali Tricho 1 Kg,PB0019,15,BOX,1113.72,16705.8
SALES_INVOICE,3,2019-07-05 00:00:000,HRD/19-20/196,"Lachhman Dass Naresh Kumar, Dabwali",CP0098,Patanjali Jaivik PROM 40 Kg,PB0914,30,Pcs.,640,19200
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/197,"BHARAT SALES CORPORATION,RANIA,SIRSA",CP0077,Patanjali Fluorescens 1 Kg,PB0021,25,BOX,1113.72,27843
SALES_INVOICE,2,2019-07-05 00:00:000,HRD/19-20/197,"BHARAT SALES CORPORATION,RANIA,SIRSA",CP0077,Patanjali Tricho 1 Kg,PB0019,25,BOX,1113.72,27843
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/198,KISSAN PESTICIDES SIRSA,CP0096,Patanjali Jaivik PROM 40 Kg,PB0914,100,Pcs.,640,64000
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/199,Swami Beej Bhandar Ratia HR,CP0155,Patanjali Poshak 05 Kg,PB0004,120,Pcs.,300,36000
SALES_INVOICE,1,2019-05-02 00:00:000,HRD/19-20/20,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali PSB 1 LTR,PB0001,23,BOX,2280,52440
SALES_INVOICE,2,2019-05-02 00:00:000,HRD/19-20/20,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Bio Potash 1 LTR,PB0017,24,BOX,2400,57600
SALES_INVOICE,3,2019-05-02 00:00:000,HRD/19-20/20,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Azoto 1 LTR,PB0011,25,BOX,2280,57000
SALES_INVOICE,4,2019-05-02 00:00:000,HRD/19-20/20,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Jaivik PROM 40 Kg,PB0914,380,Pcs.,640,243200
SALES_INVOICE,5,2019-05-02 00:00:000,HRD/19-20/20,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Jaivik Khad 40 Kg,PB0002,125,Pcs.,426.8,53350
SALES_INVOICE,6,2019-05-02 00:00:000,HRD/19-20/20,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Poshak 05 Kg,PB0004,300,Pcs.,200,60000
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/200,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Azoto 1 LTR,PB0011,1,BOX,2280,2280
SALES_INVOICE,2,2019-07-05 00:00:000,HRD/19-20/200,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Rhizo 1 LTR,PB0014,1,BOX,2400,2400
SALES_INVOICE,3,2019-07-05 00:00:000,HRD/19-20/200,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Neem Gold 1Ltr,PB0006,2,BOX,4065.6,8131.2
SALES_INVOICE,4,2019-07-05 00:00:000,HRD/19-20/200,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Jaivik PROM 40 Kg,PB0914,100,Pcs.,640,64000
SALES_INVOICE,5,2019-07-05 00:00:000,HRD/19-20/200,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Poshak 05 Kg,PB0004,120,Pcs.,300,36000
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/201,"R.S.Trading Co.,Kurukshetra, HARYANA",CP0136,Patanjali Jaivik Khad 40 Kg,PB0002,15,Pcs.,480,7200
SALES_INVOICE,2,2019-07-05 00:00:000,HRD/19-20/201,"R.S.Trading Co.,Kurukshetra, HARYANA",CP0136,Patanjali Poshak 05 Kg,PB0004,100,Pcs.,300,30000
SALES_INVOICE,1,2019-07-05 00:00:000,HRD/19-20/202,"Lohan PKSK,Pilukhera,Safido Jind (HR)",CP0100,Patanjali Bio Zinc 1 Ltr,PB1484,5,BOX,1827,9135
SALES_INVOICE,2,2019-07-05 00:00:000,HRD/19-20/202,"Lohan PKSK,Pilukhera,Safido Jind (HR)",CP0100,Patanjali Fluorescens 1 Kg,PB0021,8,BOX,1113.72,8909.76
SALES_INVOICE,3,2019-07-05 00:00:000,HRD/19-20/202,"Lohan PKSK,Pilukhera,Safido Jind (HR)",CP0100,Patanjali Nemakill 1 Kg,PB0022,8,BOX,1012.56,8100.48
SALES_INVOICE,4,2019-07-05 00:00:000,HRD/19-20/202,"Lohan PKSK,Pilukhera,Safido Jind (HR)",CP0100,Patanjali Tricho 1 Kg,PB0019,10,BOX,1113.72,11137.2
SALES_INVOICE,5,2019-07-05 00:00:000,HRD/19-20/202,"Lohan PKSK,Pilukhera,Safido Jind (HR)",CP0100,Patanjali Neem Gold 1Ltr,PB0006,5,BOX,2280.96,11404.8
SALES_INVOICE,6,2019-07-05 00:00:000,HRD/19-20/202,"Lohan PKSK,Pilukhera,Safido Jind (HR)",CP0100,Patanjali Poshak 05 Kg,PB0004,120,Pcs.,300,36000
SALES_INVOICE,1,2019-07-06 00:00:000,HRD/19-20/203,"Sant Kutir, Yogpeeth",CP0021,Patanjali Jaivik PROM 40 Kg,PB0914,15,Pcs.,640,9600
SALES_INVOICE,2,2019-07-06 00:00:000,HRD/19-20/203,"Sant Kutir, Yogpeeth",CP0021,Patanjali Poshak 05 Kg,PB0004,15,Pcs.,300,4500
SALES_INVOICE,3,2019-07-06 00:00:000,HRD/19-20/203,"Sant Kutir, Yogpeeth",CP0021,Patanjali Jaivik Khad 40 Kg,PB0002,15,Pcs.,480,7200
SALES_INVOICE,4,2019-07-06 00:00:000,HRD/19-20/203,"Sant Kutir, Yogpeeth",CP0021,Patanjali Tricho 1 Kg,PB0019,2,BOX,1113.72,2227.44
SALES_INVOICE,5,2019-07-06 00:00:000,HRD/19-20/203,"Sant Kutir, Yogpeeth",CP0021,Patanjali Fluorescens 1 Kg,PB0021,2,BOX,1113.72,2227.44
SALES_INVOICE,6,2019-07-06 00:00:000,HRD/19-20/203,"Sant Kutir, Yogpeeth",CP0021,Patanjali Bio NPK 1 LTR,PB0104,2,BOX,1827,3654
SALES_INVOICE,1,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik PROM 40 Kg,PB0914,2,Pcs.,640,1280
SALES_INVOICE,2,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Poshak 05 Kg,PB0004,2,Pcs.,300,600
SALES_INVOICE,3,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,1,Pcs.,480,480
SALES_INVOICE,4,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,1.5,Pcs.,92.81,139.22
SALES_INVOICE,5,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,1.5,Pcs.,92.81,139.22
SALES_INVOICE,6,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,1,Pcs.,190,190
SALES_INVOICE,7,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,1,Pcs.,200,200
SALES_INVOICE,8,2019-07-06 00:00:000,HRD/19-20/204,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,4,Ltr.,104.75,419
SALES_INVOICE,1,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik PROM 40 Kg,PB0914,4,Pcs.,640,2560
SALES_INVOICE,2,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Poshak 05 Kg,PB0004,4,Pcs.,300,1200
SALES_INVOICE,3,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,2,Pcs.,480,960
SALES_INVOICE,4,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,3,Pcs.,92.81,278.43
SALES_INVOICE,5,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,3,Pcs.,92.81,278.43
SALES_INVOICE,6,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,2,Pcs.,190,380
SALES_INVOICE,7,2019-07-06 00:00:000,HRD/19-20/205,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,2,Pcs.,200,400
